orgId	expName	expDesc	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	expGroup	expDescLong	mutantLibrary	person	dateStarted	setName	seqindex	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells
Agro	set12IT088	LB_Ntabacum_leaf	4/1/22 Agro_ML11_set12	804	2838939	188	2005360	2004123	351	2313	452.806823316765	0.152774226040604	0.1542531566344	0.881680032811239	0.87216633204672	0.208600037708293	0.0707369112944318	-0.0392124193782605	1.50727703122247	lb_ntabacum_leaf	LB_Ntabacum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT088	LB	28		tube	Aerobic	Liquid	200 rpm	LB_Ntabacum_leaf													
Agro	set12IT089	LB_Ntabacum_leaf	4/1/22 Agro_ML11_set12	805	3160210	292	2229797	2228403	389	2313	503.480117487573	0.14254406740762	0.150160319359915	0.871266685877797	0.87216633204672	0.158194966361624	0.0539342916879775	-0.0326846272992895	1.04429427513317	lb_ntabacum_leaf	LB_Ntabacum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT089	LB	28		tube	Aerobic	Liquid	200 rpm	LB_Ntabacum_leaf													
Agro	set12IT090	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	806	3138084	282	2211773	2210395	376.5	2313	499.411432444645	0.215622996352519	0.153626262719368	0.874469117916141	0.87216633204672	0.245340656331205	0.02701056508064	-0.0361604671814962	0.93123579082947	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT090								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set12IT091	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	807	3735781	320	2633628	2632042	445	2313	594.677361048351	0.235169114535613	0.15914459628424	0.86498173963966	0.87216633204672	0.284105194813274	0.0801748344158129	-0.0554323729914394	1.29299439291757	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT091								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set12IT092	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	808	3029674	254	2133256	2132016	364	2313	481.702666064166	0.168309613424619	0.161241631290045	0.866375435869805	0.87216633204672	0.199661684306863	0.0180020372830571	-0.0416988987476547	0.876237121930951	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT092								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set12IT093	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	809	3232173	267	2278095	2276662	386	2313	514.383642114776	0.199510990600113	0.155106377021259	0.886343218204432	0.87216633204672	0.233724383570485	0.0553086524823335	-0.0761699690976612	1.21932222045577	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT093								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set12IT094	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	810	2955795	235	2081432	2080230	356	2313	470.002259376412	0.146553668863856	0.164631343926233	0.879218177123964	0.87216633204672	0.174425615441804	0.0517804673156079	-0.0377807803806181	0.961273178378194	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT094								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set12IT095	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	811	2822521	202	1988898	1987755	340	2313	449.108676005423	0.194094437244978	0.164165871906968	0.885257913826996	0.87216633204672	0.180618732557819	0.0575817668359942	-0.00398596670826232	1.07603409913089	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT095								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set12IT096	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set12	812	3009383	273	2121581	2120329	353	2313	479.062132851333	0.158622821572329	0.177624067489187	0.883485991273575	0.87216633204672	0.185287362951787	0.0534799373333331	-0.0454438412675324	1.45931631275639	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set12	IT096								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set13IT001	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set13	813	2614534	206	1843635	1842518	312.5	903	416.294170808857	0.262956838888602	0.167869528207817	0.864863922376733	0.86617433918442	0.275584447267275	0.119111622820708	-0.0474687241897311	1.63801963504706	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT001								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set13IT002	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set13	814	2760885	211	1949876	1948729	326	903	440.291233619521	0.28406209750855	0.182306256067435	0.882867366402002	0.86617433918442	0.321044959307106	0.158927834929673	-0.0647638218045358	1.05192186718824	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT002								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set13IT003	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	4/1/22 Agro_ML11_set13	815	2442520	190	1721404	1720350	292	903	388.691821057388	0.234226937704323	0.177243796532288	0.867414360382191	0.86617433918442	0.247276812632724	0.129090144012132	-0.0184332476301069	0.923378731913219	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT003								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=3days													
Agro	set13IT004	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	816	2578647	190	1820768	1819678	291	903	411.133755083597	0.225971924677943	0.295873567320499	0.947785795559062	0.86617433918442	0.265104320618687	0.0888080334010186	-0.013644567331038	2.43102399115204	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT004								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT005	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	817	2359083	198	1666927	1665940	269.5	903	376.398553999096	0.281135733840676	0.224349049766782	0.8912937405575	0.86617433918442	0.304082270405937	0.16021669601219	-0.0381310006267042	1.82775095881418	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT005								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT006	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	818	2706473	238	1904242	1903124	326	903	429.987347492092	0.231954811596915	0.176575825284288	0.871266685877798	0.86617433918442	0.209440027208479	0.0912203191784356	-0.0560825680355155	1.46173636090742	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT006								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT007	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	819	2695031	159	1904418	1903261	302	903	430.018300948938	0.262093542875395	0.26697844723064	0.909234536076818	0.86617433918442	0.252321181001288	0.0880844616476723	-0.0258551139271282	2.56097747338844	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT007								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT008	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	820	2386034	180	1684718	1683811	278	903	380.436285585178	0.339026430145383	0.212127062962791	0.900464326449085	0.86617433918442	0.338271186389724	0.138669103941662	-0.0511695615476135	1.57324281355045	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT008								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT009	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	821	2122836	150	1502880	1502017	230	903	339.362178038861	0.322541930512703	0.233592841310896	0.890770930245242	0.86617433918442	0.278200710283839	0.13681989098713	-0.0427995899436323	1.39700591976288	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT009								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT010	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	822	2732670	303	1930880	1929800	306	903	436.014460009038	0.300041785967255	0.267875819392952	0.887525270741587	0.86617433918442	0.312182639683604	0.109438941262339	-0.0659697774432553	2.3659733668924	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT010								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT011	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	823	2464953	208	1735807	1734812	293	903	391.959331224582	0.280871412614888	0.214314448063877	0.87446911791614	0.86617433918442	0.288096238994213	0.153984075538818	-0.0177900491775999	2.37336816749078	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT011								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT012	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	824	2304978	173	1624780	1623845	275	903	366.887708992318	0.289545102987366	0.207282962535908	0.86754970397635	0.86617433918442	0.347274663892878	0.184286826013371	-0.0320136193543359	1.28963276138491	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT012								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT013	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	4/1/22 Agro_ML11_set13	825	2348030	194	1657001	1656035	276	903	374.160641662901	0.204574694266035	0.268117802005532	0.921612101315284	0.86617433918442	0.155703376847685	0.0351729498592305	-0.0360854804021092	3.8614040806767	in planta	Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT013								Plant=Ntabacum; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=7days													
Agro	set13IT017	LB	4/1/22 Agro_ML11_set13	829	2444951	218	1726323	1725272	298	903	389.803886127429	0.133611381828562	0.170357116605974	0.882163509706142	0.86617433918442	0.121671921790448	0.0710235420921316	6.09909905175246e-05	1.18265583241199	lb	LB	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT017	LB	28		tube	Aerobic	Liquid	200 rpm	LB													
Agro	set13IT018	LB	4/1/22 Agro_ML11_set13	830	2491679	184	1761039	1760025	305	903	397.655896972436	0.121870696116803	0.16614748087996	0.887525270741587	0.86617433918442	0.145633696273767	0.0840434767266586	-0.0137143236251223	0.992292598386998	lb	LB	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT018	LB	28		tube	Aerobic	Liquid	200 rpm	LB													
Agro	set13IT019	LB	4/1/22 Agro_ML11_set13	831	2661200	192	1885617	1884519	311	903	425.783777677361	0.200149779799723	0.162572781277368	0.882348411345727	0.86617433918442	0.233104272299558	0.155766592754293	0.00762776935631847	0.904534991646947	lb	LB	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT019	LB	28		tube	Aerobic	Liquid	200 rpm	LB													
Agro	set13IT020	LB	4/1/22 Agro_ML11_set13	832	2344915	158	1661755	1660781	281	903	375.232941708089	0.212276700481826	0.161558788782153	0.875552629075512	0.86617433918442	0.210305184443078	0.122959150180385	-0.0355430374710062	1.21592354836456	lb	LB	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT020	LB	28		tube	Aerobic	Liquid	200 rpm	LB													
Agro	set13IT021	LB	4/1/22 Agro_ML11_set13	833	2168258	151	1540067	1539130	248	903	347.747401717126	0.191655216063834	0.175670140844664	0.876067672141618	0.86617433918442	0.215875778952357	0.112895843774369	0.0121575535696086	1.25275781650179	lb	LB	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT021	LB	28		tube	Aerobic	Liquid	200 rpm	LB													
Agro	set13IT022	LB_arabidopsis_leaf	4/1/22 Agro_ML11_set13	834	2435802	171	1725868	1724692	281	903	389.672842295526	0.202255530916382	0.173566143037043	0.877433357793745	0.86617433918442	0.279319890852454	0.169326384215214	-0.0214256879943893	1.28450572595817	lb_arabidopsis_leaf	LB_arabidopsis_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT022	LB	28		tube	Aerobic	Liquid	200 rpm	LB_arabidopsis_leaf													
Agro	set13IT023	LB_arabidopsis_leaf	4/1/22 Agro_ML11_set13	835	2265112	181	1603136	1602154	272	903	361.98689561681	0.21667696176618	0.172048284640807	0.862496476250065	0.86617433918442	0.269806087924914	0.106413110930432	-0.0287717328127721	1.501828592089	lb_arabidopsis_leaf	LB_arabidopsis_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT023	LB	28		tube	Aerobic	Liquid	200 rpm	LB_arabidopsis_leaf													
Agro	set13IT024	LB_arabidopsis_leaf	4/1/22 Agro_ML11_set13	836	2149946	165	1521577	1520694	260.5	903	343.58201536376	0.197719553591759	0.18131821376116	0.867896463992655	0.86617433918442	0.223878856480099	0.119652087769673	-0.00946459926229228	1.06931604281514	lb_arabidopsis_leaf	LB_arabidopsis_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT024	LB	28		tube	Aerobic	Liquid	200 rpm	LB_arabidopsis_leaf													
Agro	set13IT025	LB_arabidopsis_leaf	4/1/22 Agro_ML11_set13	837	2952891	262	2089455	2088246	356	903	471.81337550836	0.209053429365045	0.161091491372743	0.85982234195174	0.86617433918442	0.239329730944588	0.106673755167212	0.00257565797673293	1.16212017202276	lb_arabidopsis_leaf	LB_arabidopsis_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT025	LB	28		tube	Aerobic	Liquid	200 rpm	LB_arabidopsis_leaf													
Agro	set13IT026	LB_arabidopsis_leaf	4/1/22 Agro_ML11_set13	838	2629503	191	1860342	1859252	308.5	903	420.075011296882	0.234341643285617	0.165493118694609	0.86835599418953	0.86617433918442	0.277257586292632	0.173663919129744	-0.0149414505238025	1.25686693393449	lb_arabidopsis_leaf	LB_arabidopsis_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT026	LB	28		tube	Aerobic	Liquid	200 rpm	LB_arabidopsis_leaf													
Agro	set13IT027	LB_sorghum_leaf	4/1/22 Agro_ML11_set13	839	2708353	231	1914379	1913266	326.5	903	432.278807049254	0.222546322370198	0.168738548632203	0.878478462898286	0.86617433918442	0.259093196966941	0.105286246637444	-0.0214033735296763	1.30380439426621	lb_sorghum_leaf	LB_sorghum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT027	LB	28		tube	Aerobic	Liquid	200 rpm	LB_sorghum_leaf													
Agro	set13IT028	LB_sorghum_leaf	4/1/22 Agro_ML11_set13	840	2584597	224	1827932	1826820	313	903	412.747401717126	0.304260863315644	0.174764257683736	0.85424911586729	0.86617433918442	0.376573352950902	0.231310350252781	-0.0330711994123021	1.48527736396676	lb_sorghum_leaf	LB_sorghum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT028	LB	28		tube	Aerobic	Liquid	200 rpm	LB_sorghum_leaf													
Agro	set13IT029	LB_sorghum_leaf	4/1/22 Agro_ML11_set13	841	2642616	191	1868573	1867386	318	903	421.912788070493	0.2514636899536	0.174419379109487	0.857259827883918	0.86617433918442	0.289268171205464	0.175833177046792	-0.0271929019658055	1.52649711305021	lb_sorghum_leaf	LB_sorghum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT029	LB	28		tube	Aerobic	Liquid	200 rpm	LB_sorghum_leaf													
Agro	set13IT030	LB_sorghum_leaf	4/1/22 Agro_ML11_set13	842	2488961	209	1760323	1759246	301	903	397.479891549932	0.270905372129058	0.168514711403067	0.857042046157957	0.86617433918442	0.29462017050336	0.151137732286183	-0.0267567916104138	1.23899779536899	lb_sorghum_leaf	LB_sorghum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT030	LB	28		tube	Aerobic	Liquid	200 rpm	LB_sorghum_leaf													
Agro	set13IT031	LB_sorghum_leaf	4/1/22 Agro_ML11_set13	843	2906190	214	2054856	2053593	354	903	463.983958427474	0.294880926944749	0.170988831830693	0.866375435869805	0.86617433918442	0.383307224343173	0.228907069526173	-0.0106890559947109	1.11731697991188	lb_sorghum_leaf	LB_sorghum_leaf	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT031	LB	28		tube	Aerobic	Liquid	200 rpm	LB_sorghum_leaf													
Agro	set13IT032	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	844	2428567	181	1710418	1709416	289.5	903	386.221418888387	0.226794209807345	0.179430770976677	0.876728625098266	0.86617433918442	0.199215416768008	0.0865896312118648	-0.0155718284856466	1.14551663272355	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT032								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT033	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	845	2392468	192	1688466	1687442	284	903	381.256665160416	0.247475009827384	0.198015921681874	0.877744249949002	0.86617433918442	0.243067944694128	0.142274475048395	-0.03149637676887	1.32229181873751	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT033								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT034	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	846	2375166	170	1675728	1674711	280.5	903	378.380253050158	0.301198485194731	0.185935642413972	0.888578717331576	0.86617433918442	0.313026745467036	0.144741822176751	-0.0402964378463373	1.67025898526152	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT034								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT035	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	847	2386310	199	1679422	1678423	285.5	903	379.218933574334	0.163713388592665	0.185372521121609	0.867244791148228	0.86617433918442	0.256401810578597	0.0714793575654111	-0.0111105688042519	1.10367657088927	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT035								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT036	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	848	2270423	177	1598170	1597239	264	903	360.876412110258	0.180846309557347	0.198592224465561	0.868755466721748	0.86617433918442	0.164836162803104	0.0376538395600037	-0.0232575416756896	1.22760811259499	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT036								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT037	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	849	3159497	284	2227849	2226596	372	903	503.071848169905	0.164784534458691	0.181878417029208	0.876549428357188	0.86617433918442	0.164305601306255	0.0139993015097468	-0.0019295150809025	1.35738673128556	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT037								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT038	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	850	2756605	218	1939336	1938211	328.5	903	437.914821509263	0.152281299197474	0.177918880862084	0.882430403618824	0.86617433918442	0.17018139561716	0.0210020832387932	-0.0206845283491651	1.49671404469152	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT038								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT039	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	851	2683072	247	1887759	1886605	316	903	426.255083596927	0.162087596338141	0.186729158775758	0.874469117916142	0.86617433918442	0.190403843104429	0.0297307915918261	-0.0131451467102695	1.88144548358733	in planta	Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT039								Plant=Arabidopsis_col0; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
Agro	set13IT040	Plant=Arabidopsis_efr; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	4/1/22 Agro_ML11_set13	852	2721258	260	1915383	1914311	322	903	432.51491188432	0.171710776911186	0.18937932743454	0.867971606316216	0.86617433918442	0.132177543818375	0.0083601853501063	-0.00219706376248483	1.40493793335426	in planta	Plant=Arabidopsis_efr; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days	Agro_ML11	Mitchell Thompson	4/1/22	Agro_ML11_set13	IT040								Plant=Arabidopsis_efr; PlantTreatment=None; Sample=leaf; GrowthSubstrate=agar; Collection=Direct; Time=5days													
